Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MI,2013,"12        ",Male,18,Right-Handed,180.3,28,180.3,2,Car,17,.254,44,Skateboarding/Rollerblading,567,561,369,289,711,578,28,"Same length",72,70,"Index finger",February,Summer,Yes,No,Meat,Water,"Mathematics and statistics",6,9,5,"Yes - broadband connection","Text messaging",190,220,24,.5,3,6,5,20,20,20,8,5,0,0,Some,"Graduate degree","Heavy metal",Fly,Happy,"Musician or singer",Health
USA,SC,2023,"12        ",Male,18,Right-Handed,15.24,idk,idk,1,Car,10,.218,30,"Football (American)",861,791,813,936,1000,1000,idk,"Same length",idk,idk,"Ring finger",July,Fall,Yes,No,Meat,Juice,"Physical education",5,5,4,"Yes - other","Cell phone",40,40,7,35,5,9,10,50,20,30,50,12,40,0,Some,"High school","Rap/Hip hop",Invisibility,Rich,"Sports person","Arts, culture, sports"
USA,SC,2022,"11        ",Female,17,Right-Handed,157,22,,2,Car,16,7.705,59,Soccer,503,1000,1000,1000,503,503,23,"Left foot",8,9,"Ring finger",September,Winter,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)",Music,11:00,late,5,"Yes - other","In person",none,40,,,,,,,,,,,,,"Very little","High school",Other,"Freeze time",Happy,"Doctor or nurse",Other
USA,GA,2018,"6         ",Male,11,Ambidextrous,157,22,152,1,Car,15,.780,70,Basketball,800,1000,1000,890,1000,1000,22,"Same length",6,7,"Ring finger",January,Summer,Yes,No,"Rice/Noodle dishes",Water,Other,8,5,67,"Yes - other","Text messaging",37,69,9,1,8,11,10,10,12,30,12,11,7,10,"Very little",Other,"Rap/Hip hop",Invisibility,Rich,"Business person","International aid"
USA,GA,2019,"8         ",Male,14,Right-Handed,169,"10 ",169,1,Car,8,0.43,60,Bowling,700,100,200,200,900,1000,11,"Left foot",9,10,"Ring finger",September,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,6,4,"Yes - broadband connection","In person",3,3,10,1,2,5,0,2,0,2,8,1,0,3,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Other,Environment
USA,NH,2013,"12        ",Male,17,Right-Handed,182,25,182,2,Car,10,.355,91,Swimming,300,200,700,500,1000,1000,23,"Right foot",76,70,"Ring finger",November,Summer,No,No,Meat,Water,Languages,7,5,4,"Yes - other","Text messaging",50,50,80,2,10,0,3,0,14,2,2,1,20,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Famous,"Musician or singer","International aid"
USA,CA,2016,"12        ",Female,17,Left-Handed,185.9,33,170,1,Car,4,.31,66,Dancing,674,219,604,888,128,952,33,"Same length",6.7,7,"Ring finger",February,Winter,Yes,No,Pizza/Pasta,Water,Science,5,8,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",3,5,82,5,100,27,5,0,120,2,120,24,0,45,"A lot","Graduate degree",Pop,Telepathy,Happy,Actor,Health
USA,GA,2019,"9         ",Male,15,Right-Handed,173,26,172,1,Car,7,.307,33,Basketball,500,700,800,700,650,850,25.5,"Right foot",105,110,"Ring finger",October,Summer,No,No,Meat,Water,"Mathematics and statistics",8,10,5,"Yes - other","Text messaging",65,85,12,10,5,15,15,6,7,6,8,4,0,5,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Health
USA,NY,2018,"12        ",Male,17,Right-Handed,186,28.6,191,1,Car,7,0.301,32,Baseball/Softball,1000,1000,1000,652,717,898,28.6,"Same length",110,120,"Ring finger",September,Summer,Yes,No,Pizza/Pasta,Water,History,8,8,5,"Yes - broadband connection","In person",50,30,15,5,10,10,15,6,6,4,8,4,5,3,"Very little","Graduate degree","Rock and roll","Freeze time",Rich,"Sports person",Health
USA,CO,2021,"12        ",Female,17,Right-Handed,173,22,170,1,Car,15,0.9,51,Dancing,1,2,4,3,6,5,22,"Same length",70,90,"Ring finger",March,Fall,No,No,Pizza/Pasta,Water,English,8,6,6,"Yes - other","Text messaging",10,15,10,2,5,4,15,0,6,6,6,6,12,4,"A lot","Undergraduate degree",Pop,Telepathy,Healthy,Relative,Environment
USA,OH,2021,"12        ",Male,18,Right-Handed,175.2,33,180.5,1,Car,7,.305,30,"Football (American)",513,503,187,252,487,754,31.75,"Right foot",8.4,8,"Index finger",August,Fall,No,No,Seafood,Milk,Science,7,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",45,50,10,4,1,2,4,20,10,10,6,2,5,1,"Very little","High school","Rhythm and blues (R&B)","Super strength",Rich,Relative,Health
USA,MO,2017,"11        ",Female,51,Right-Handed,156,25,157,1,Car,50,0.427,35,Walking/Hiking,888,877,900,899,900,900,25,"Same length",75,70,"Index finger",October,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",7,8,2,"Yes - broadband connection","Text messaging",5,7,7,2,4,7,7,0,0,2,10,10,50,10,Some,"Graduate degree",Other,"Freeze time",Healthy,Teacher,Other
USA,NC,2022,"10        ",Male,17,Right-Handed,162,25,161,2,Car,20,0.165,30,Soccer,900,750,1000,1000,748,1000,25,"Same length",7.3,7.4,"Same length",August,Summer,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",6-7,9-10,9,"Yes - broadband connection","Text messaging",10,9,1-2,5,2,0,.30,9,5,1,10,0,1,0,"Very little","Some college",Other,"Super strength",Happy,Other,Other
USA,CA,2018,"12        ",Male,15,Right-Handed,,,,2,Walk,30,0.733,53,"Football (American)",,,,,,,,,,,,September,Summer,No,No,"No favorite",Water,"Physical education",7,9,9,"Yes - other","In person",15,30,40,2,3,5,4,1,3,1,1,1,0,5,,,,,,,
USA,AZ,2021,"10        ",Female,16,Right-Handed,1.67,"17 cm",142,2,Bus,45,0.64,64,Other,1000,950,1000,1000,200,700,"16.5 ","Right foot",68,74,"Ring finger",June,Summer,Yes,No,Desserts,Water,"Social studies",6/7,8/9,2,"Yes - other","Text messaging",40,90,41,2,2,28,16,0,14,28,12,12,10,5,Some,"Some college",Techno/Electronic,Telepathy,Healthy,"Business person",Environment
USA,IN,2020,"12        ",Female,15,Right-Handed,164.5,22,160,2,Bus,17,.39,47,Swimming,1000,1000,600,500,200,900,22,"Same length",65,67,"Ring finger",June,Summer,Yes,No,Pizza/Pasta,Water,"Computers and technology",7,9,5,"Yes - other","Text messaging",230,200,"24 ",2,4.5,25,12,5,12,114,114,10,5,10,"A lot","Graduate degree",Other,"Freeze time",Rich,"Coach or club leader",Environment
USA,OH,2017,"12        ",Female,17,Left-Handed,162.5,6,164,1,Car,7,.602,48,Soccer,428,711,963,813,283,449,5.50,"Same length",2.15,65,"Ring finger",January,Winter,No,No,Meat,Water,"Mathematics and statistics",7,8,5,"Yes - other","Text messaging",50,60,5,14,8,6,14,1,2,23,22,1,0,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,Friend,Health
USA,CA,2016,"12        ",Female,16,Right-Handed,162,21,52,2,Car,20,.482,37,Golf,500,500,500,500,900,1000,22,"Left foot",71,72,"Ring finger",November,Fall,No,No,Desserts,Water,"Social studies",5,7,4,"Yes - broadband connection","Text messaging",5,5,3.5,.5,7,10,5,0,14,7,28,0,0,2,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,Health
USA,SC,2018,"11        ",Female,18,Right-Handed,183,30,183,1,Car,15,0.359,32,"Hockey (Ice)",824,556,968,957,529,856,31,"Left foot",76,74,"Index finger",June,Fall,Yes,No,Seafood,"Soft drink (non-caffeinated)",History,5,9,2,"Yes - broadband connection","Text messaging",6,7,1,2,5,7,1,7,7,5,7,7,0,7,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Other
USA,CA,2013,"12        ",Female,15,Right-Handed,80.5,25,9,1,Bus,15,.336,40,Baseball/Softball,100,100,100,100,75,100,24,"Right foot",.70,.80,"Ring finger",October,Fall,No,No,Meat,Juice,History,6,8,8,"Yes - other","Text messaging",1000,1400,8,1,5,12,6,3,0,12,1,2,0,5,Some,"Graduate degree",Other,Invisibility,Happy,"Doctor or nurse","Arts, culture, sports"
USA,MA,2021,"12        ",Female,17,Right-Handed,152,24,144,2,Bus,10-15,0.341,50,Walking/Hiking,1000,1000,1000,1000,750,750,24,"Same length",70,75,"Ring finger",October,Spring,No,No,"No favorite",Water,History,6,8,5,"Yes - broadband connection","In person",3,3,5,1,20,30,7,0,5,2,10,10,18,14,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,FL,2019,"11        ",Male,17,Right-Handed,170,22.3,150,1,Car,30,.735,46,Dancing,800,800,900,200,1000," 1000",23,"Left foot",80,72,"Ring finger",October,Fall,No,Yes,Meat,Water,English,6,10,4,"Yes - broadband connection","Internet chat or instant messaging",9,10,10,0,2,2,2,2,5,5,5,0,0,0,,"Graduate degree",Gospel,"Freeze time",Healthy,Friend,Health
USA,CT,2015,"6         ",Male,11,Right-Handed,,25,171,1,Bus,15,15,80,Other,1000,1000,1000,1000,1000,1000,24,"Right foot",9,,"Ring finger",July,Summer,Yes,No,Desserts,Juice,Science,10,72,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2012,"12        ",Female,17,Right-Handed,"159 ",23,159,1,Car,15,.405,31,Swimming,700,750,800,850,650,650,21,"Right foot",70,73,"Ring finger",May,Fall,Yes,No,Breads/Sandwiches,Water,English,7,9,5,"Yes - broadband connection","Cell phone",200,250,5,0,10,8,5,0,3,15,3,4,18,5,Some,"Graduate degree",Pop,"Freeze time",Happy,Friend,"International aid"
USA,CA,2015,"12        ",Male,17,Right-Handed,160,27,157,2,Car,35,0.4,43,Soccer,900,900,800,700,800,900,27,"Same length",70,75,"Ring finger",May,Spring,No,No,Meat,Water,Geography,6,9,8,"Yes - broadband connection","Text messaging",10,20,28,1,7,35,6,0,10,1,20,2,0,3,Some,"Graduate degree","Rap/Hip hop","Freeze time",Famous,Friend,"Education/Youth development"
USA,PA,2018,"12        ",Female,17,Right-Handed,160,21.59,160,1,Car,13,.268,45,Gymnastics,800,700,950,750,600,600,22.86,"Left foot",58.42,63.5,"Ring finger",November,Fall,No,No,"No favorite","Soft drink (caffeinated)",Science,6,9,3,"Yes - other","Text messaging",300,300,15,1,5,1,10,2,5,10,8,5,25,10,"A lot","Graduate degree",Country,Invisibility,Happy,Relative,"Wildlife, animals"
USA,AK,2022,"12        ",,16,Right-Handed,157.4,23,152,1,Car,10,0.426,45,Walking/Hiking,800,300,700,1000,200,1000,22,"Same length",60,60,"Same length",December,Summer,Yes,No,Fruit,Water,History,5,3,3,"Yes - broadband connection","In person",10,9,10,2,0,70,0,10,70,3,40,80,30,30,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,"Community leader or elder","International aid"
USA,UT,2010,"9         ",Female,14,Right-Handed,156,29,156,2,Car,15,0.282,33,Swimming,840,722,979,,417,636,21,"Same length",100,95,"Same length",June,Fall,Yes,No,Salads,"Soft drink (caffeinated)",Other,5,3,3,"Yes - broadband connection","In person",500,550,48,0,7,140,14,7,48,160,48,14,100,7,"Very little","Some college",Techno/Electronic,Invisibility,Happy,Actor,Health
USA,KS,2015,"12        ",Male,17,Right-Handed,176,26,173,2,Car,7,.331,37,Basketball,900,800,850,700,700,900,26,"Same length",80,75,"Index finger",June,Fall,No,No,Meat,Water,Science,6,9,4,"Yes - broadband connection","Cell phone",300,300,5,0,10,7,5,15,10,20,40,0,0,0,"A lot","Graduate degree",Pop,Fly,Happy,"Sports person",Environment
USA,NC,2014,"12        ",Male,17,Right-Handed,140,32,100,1,Car,5,.673,1,Soccer,0,0,0,0,60,100,32,"Same length",58,4838,"Index finger",July,Summer,No,No,Seafood,"Sports drink","Physical education",6,6,4,"Yes - broadband connection","In person",100,100,20,20,0,5,30,2,1,3,2,10,5,5,None,"Graduate degree",Country,Telepathy,Happy,"Sports person","Arts, culture, sports"
USA,NC,2011,"12        ",Male,17,Right-Handed,170,25,164,2,Car,20,0.36,43,Soccer,800,950,1000,,700,600,25.5,"Left foot",67,70,"Ring finger",October,Summer,No,No,Meat,Juice,"Mathematics and statistics",8,10,4,"Yes - broadband connection","In person",0,1,10,3,10,7,15,5,7,1,7,6,0,5,Some,"Graduate degree","Rock and roll",Telepathy,Healthy,"Musician or singer","Education/Youth development"
USA,OH,2020,"12        ",Male,17,Right-Handed,184,21.5,165,1,Car,8,.292,36,Walking/Hiking,900,800,1000,1000,800,1000,21.59,"Same length",76mm,89mm,"Ring finger",June,Spring,Yes,No,Meat,Water,Science,6-8,6-8,3,"Yes - broadband connection","Text messaging",100,100,50,2,8,8,15,21,8,8,21,2,15,2,Some,"Some college","Rock and roll",Telepathy,Rich,"Sports person","Wildlife, animals"
USA,NC,2020,"12        ",Male,18,Right-Handed,5'6,,,2,Car,,36,47,Soccer,1000,1000,1000,1000,0,1000,,,,,"Index finger",May,Winter,No,No,Poultry,Water,English,7,7,4,"Yes - dial-up connection","Internet chat or instant messaging",0,0,0,2,6,24,5,2,2,1,2,2,0,24,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person",Health
USA,AZ,2011,"12        ",Male,17,Right-Handed,180,27,182,1,Car,4,.299,42,"Football (American)",400,400,400,,1000,1000,28,"Left foot",86,86,"Same length",September,Fall,Yes,No,"Rice/Noodle dishes",Water,"Social studies",7.5,9.5,3,"Yes - broadband connection","Text messaging",20,20,12,1,10,1,16,2,1,.5,.5,3,8,1,"Very little","Graduate degree","Rock and roll","Freeze time",Happy,"Business person",Health
USA,CT,2016,"12        ",Female,16,Right-Handed,169,,166,2,Car,10,.375,50,Soccer,500,600,600,600,500,1000,,,85,80,"Index finger",October,Fall,No,No,Pizza/Pasta,Juice,English,6,10,4,"Yes - other","Text messaging",505,500,10,5,5,5,3,1,10,10,4,5,0,3,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Friend,Health
USA,UT,2014,"12        ",Female,16,Right-Handed,157,25,149,1,Bus,20,0.479,48,Soccer,583,663,471,898,112,278,20,"Right foot",65,70,"Ring finger",August,Fall,No,No,Poultry,"Soft drink (caffeinated)",English,7,9,7,"Yes - other","Cell phone",14,6,10,1,10,10,5,1,30,5,35,16,0,20,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
USA,CA,2022,"4         ",Male,18,Ambidextrous,184,24,189,1,Car,12,.709,65,Rowing,80,70,60,40,80,100,25,"Left foot",120,90,"Ring finger",May,Winter,Yes,No,"Rice/Noodle dishes",Milk,History,8.5,10.5,5,"Yes - broadband connection","In person",5,10,8,0,10,12,12,2,6,0,14,8,4,2,Some,"Graduate degree",Pop,"Freeze time",Rich,Relative,"Arts, culture, sports"
USA,CA,2017,"11        ",Female,17,Right-Handed,170.2,24.5,164,2,Car,5,.511,36,Other,999,800,800,800,600,1000,24.5,"Same length",7,7.7,"Ring finger",August,Summer,Yes,No,Desserts,Water,History,5,7,4,"Yes - broadband connection","In person",20,20,1,1,20,10,10,0,8,1,10,5,0,1,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,"Education/Youth development"
USA,OH,2021,"12        ",Female,17,Right-Handed,158,24.2,,1,Car,4,.387,61,Tennis,600,500,300,400,1000,1000,24,"Right foot",83,68,"Index finger",February,Fall,No,No,Soups,Coffee,"Mathematics and statistics",5,7,4,"Yes - broadband connection","Text messaging",25,30,2,2,2,2,3,1,4,6,12,1,8,2,"A lot","Undergraduate degree","Rap/Hip hop",Invisibility,Happy,"Business person",Health
USA,CA,2018,"12        ",Female,17,Right-Handed,157,22,157,3,Car,10,0.363,43,Walking/Hiking,947,807,979,957,872,963,21.5,"Right foot",57,60,"Ring finger",November,Winter,Yes,No,Seafood,Water,Science,6,8,4,"Yes - broadband connection","Text messaging",20,34,5,7,9,9,1,0,14,11,60,.5,0,1,"A lot","Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Relative,"International aid"
USA,NY,2014,"6         ",Female,12,Right-Handed,5,8,4,2,Bus,25,0453,79,None,1000,1000,1000,1000,1000,1000,89,"Same length",8,7,"Same length",December,Winter,No,No,Desserts,"Soft drink (caffeinated)",Music,8,10,4,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",1,4,8,1,1,2,0,0,4,1,6,4,0,1,"A lot","Graduate degree","Rock and roll",,Rich,Teacher,"Wildlife, animals"
USA,IN,2015,"12        ",Female,17,Right-Handed,164,24,156,1,Bus,33,0.584,40,Tennis,791,663,481,529,861,1000,25,"Left foot",66,73,"Ring finger",October,Fall,No,No,Soups,Water,Science,5,5,5,"Yes - broadband connection","Text messaging",65,200,0,2,5,15,20,100,120,150,168,28,5,0,Some,Other,,Fly,Happy,"Sports person",Health
USA,WI,2017,"6         ",Female,13,Right-Handed,177,25,170,2,Car,"7 ",.142,"38 ",Other,984,877,770,914,27,21,25,,80,80,"Ring finger",November,Spring,No,No,Soups,Coffee,"Social studies",11,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",24,24,10,5,5,5,7,4,14,5,48,48,0,4,Some,"Graduate degree",Pop,Invisibility,Famous,Actor,Health
USA,OH,2017,"7         ",Male,12,Right-Handed,175,35,178,1,Car,5,0.41,41,Dancing,1000,1000,1000,1000,1,1,35,"Same length",70,80,"Ring finger",March,Spring,Yes,No,Meat,Water,"Physical education",10,6,4,"Yes - other","Cell phone",0,0,24,0,2,24,5,4,24,0,24,24,0,24,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
USA,ID,2014,"12        ",Female,17,Right-Handed,170,23,173,1,Car,15,.504,41,Baseball/Softball,500,200,50,100,1000,1000,23,"Same length",,80,"Index finger",July,Summer,Yes,No,Fruit,Water,"Physical education",3,3,6,"Yes - broadband connection","Text messaging",100,100,5,0,15,21,10,0,21,2,54,5,16,14,"A lot","Graduate degree",Country,"Super strength",Happy,Relative,"Arts, culture, sports"
USA,AL,2022,"12        ",Male,18,Right-Handed,182.8,35.56,182.8,1,Car,15,0.666,52,None,800,900,1000,1000,100,1000,35.55,"Same length",8,"7,5","Index finger",February,Summer,No,No,Pizza/Pasta,Juice,History,6,8-9,4,"Yes - dial-up connection","Text messaging",27,20,7,"a lot",0,2,0,1,6,6,6,3,0,1,"Very little","Graduate degree","Rap/Hip hop","Super strength",Rich,Friend,Health
USA,PA,2016,"12        ",Male,16,Right-Handed,73,22,72,1,Bus,20,.267,25,Athletics,1000,1000,1000,999,500,501,22,"Same length",90,90,"Same length",February,Summer,No,No,Meat,Water,"Physical education",8,7,5,"Yes - other","In person",20,25,2,0,8,1,4,1,1,1,2,1,1,1,Some,Other,"Rock and roll",Fly,Happy,Relative,Religious
USA,WI,2016,"7         ",Female,13,Right-Handed,150,22,144,1,Car,18,.528,40,Swimming,600,400,200,200,700,900,21,"Right foot",45,54,"Ring finger",November,Summer,No,No,"Rice/Noodle dishes",Water,Art,10,8,4,"Yes - other","Text messaging","8 ",10,4,3,2,1,1,1,1,2,3,2,1,2,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,NJ,2011,"10        ",Female,15,Right-Handed,160,16,160,3,Walk,0,0.343,43,Soccer,1000,1000,1000,,1000,1000,15,"Left foot",60,60,"Ring finger",May,Summer,No,No,Fruit,Water,"Mathematics and statistics",6.5,8,40,"Yes - broadband connection","Text messaging",15,20,2,0,4,0,2,0,1,1,1,0,0,0,"A lot","Graduate degree",Other,Fly,Happy,Relative,"International aid"
USA,OH,2021,"7         ",Female,13,Left-Handed,164,25,168,2,Walk,1,.36,30,Lacrosse,856,738,144,305,840,904,25,"Same length",89,95,"Ring finger",March,Summer,No,No,Fruit,Water,History,8,6,4,"Yes - broadband connection","Text messaging",700,700,10,0,0,10,7,0,40,20,40,4,0,3,"Very little","Undergraduate degree",Pop,Telepathy,Rich,Relative,"Wildlife, animals"
USA,NE,2012,"12        ",Female,17,Left-Handed,159,23,153,1,Car,5,.529,28,Baseball/Softball,400,600,500,400,850,999,24,"Left foot",70,83,"Ring finger",January,Fall,Yes,No,Pizza/Pasta,"Sports drink","Mathematics and statistics",8,11,3,"Yes - broadband connection","In person",200,200,65,5,7,10,30,0,10,7,10,4,25,3,Some,"Graduate degree",Country,Telepathy,Happy,Friend,Health
USA,VA,2015,"12        ",Male,17,Ambidextrous,183.3,25.4,182.8,1,Car,7,0.218,24.3,Other,500,750,750,750,300,950,25.4,"Same length",83.82,85.09,"Ring finger",March,Winter,Yes,Yes,"No favorite",Water,History,3,11,"3 ","Yes - other","Text messaging",200,214,6,2,8,10,0,8,16,16,16,0,32,2,"Very little","Graduate degree","Heavy metal",Invisibility,Healthy,"Business person",Health
USA,IN,2018,"7         ",Female,13,Left-Handed,150,23,153,1,Car,15,0.584,50,Other,700,800,800,700,350,500,23,"Right foot",83,93,"Ring finger",March,Fall,No,No,Meat,"Soft drink (caffeinated)",Art,8.5,6,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",8,9,40,2,15,90,14,5,7,6,7,21,0,7,Some,"Undergraduate degree",Pop,"Freeze time",Happy,"Doctor or nurse",Health
USA,NC,2022,"7         ",Female,13,Right-Handed,,,,1,Car,10,0.33,39,Athletics,289,246,43,91,460,465,,,,,,January,Fall,No,No,Breads/Sandwiches,Water,Science,8,8,5,"Yes - other","Text messaging",15,30,,,,,,,,,,,,,Some,"Graduate degree","Punk rock",Telepathy,Rich,"Musician or singer","Arts, culture, sports"
USA,MD,2016,"10        ",Male,15,Right-Handed,182,26,193,1.5,Bus,15,0.295,35,Basketball,,,,,,,26,"Same length",102,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2018,"12        ",Male,16,Right-Handed,178,25,155,1,Car,15,.66,39,Other,800,600,500,700,500,700,26,"Left foot",85,86,"Ring finger",December,Winter,No,No,Pizza/Pasta,Water,"Physical education",5,8,5,"Yes - broadband connection","Internet chat or instant messaging",80,80,12,12,2.5,12,16,10,15,25,5,1,20,3,Some,Other,"Rap/Hip hop",Telepathy,Rich,"Sports person","Wildlife, animals"
USA,MD,2020,"12        ",Female,17,Right-Handed,162,22,160,1,Walk,10,0.423,30,Other,882,706,610,861,513,706,22,"Same length",70,73,"Ring finger",April,Fall,Yes,Yes,Desserts,Water,"Mathematics and statistics",6,8,4,"Yes - broadband connection","Text messaging",81,93,6,1,10,3,6,0,5,3,30,3,3,2,"A lot","Undergraduate degree",Pop,Telepathy,Happy,"Musician or singer","International aid"
USA,WA,2021,"11        ",Male,17,Right-Handed,uh,9,46,1,Car,20,0.346,40,Running/Jogging,300,300,400,500,1000,1000,,,,,,June,Fall,No,No,Poultry,"Soft drink (caffeinated)",Science,,,,,,,,3-4,40,2,1,4,40,20,3,7,8,4,5,"A lot","High school","Heavy metal",Telepathy,Happy,Other,"Arts, culture, sports"
USA,SC,2015,"10        ",Male,15,Right-Handed,182.9,26,173,1,Car,10,0.333,36,Lacrosse,465,225,278,70,358,358,26,"Right foot",71,76,"Ring finger",April,Winter,Yes,No,Meat,"Sports drink",Music,10,8,3,"Yes - broadband connection","Text messaging",4,4,1,0,6,2,6,1,0,1,3,6,12,1,"A lot","Less than high school","Rock and roll","Freeze time",Rich,"Musician or singer",Health
USA,CA,2017,"12        ",Male,15,Right-Handed,167,27,169,2,Car,10,0.438,30,"Football (American)",0,0,0,0,0,1000,27,"Same length",70,75,"Ring finger",October,Fall,No,No,Meat,Water,"Physical education",7,10,5,"Yes - broadband connection","Text messaging",50,51,0,0,20,3,21,0,10,0,10,3,0,4,"Very little","Undergraduate degree","Heavy metal","Super strength",Healthy,"Sports person","Wildlife, animals"
USA,IN,2021,"11        ",Female,16,Right-Handed,,,,1,Bus,15,0.364,47,Walking/Hiking,1000,1000,1000,1000,300,1000,,"Same length",,,"Ring finger",February,Fall,No,No,"No favorite",Tea,English,4,"9 ish",5,"Yes - broadband connection","Text messaging",13,72,53,8,6,0,0,0,?,?,?,4,0,0,"A lot","Some college","Rap/Hip hop","Freeze time",Happy,Relative,"Wildlife, animals"
USA,OR,2022,"6         ",Female,12,Right-Handed,152,"24 ","146 ",1,Car,"20 ",".517 ",30,Other,550,"800 ",600,800,300,"500 ",24,"Same length",71,77,"Ring finger",February,Fall,Yes,No,Seafood,Tea,Art,7,5,4,"Yes - other","In person",3,5,,0.25,9,2,"0.50 ","38 ",0,0,"20 ",2,0,1,"Very little","Graduate degree",Other,Fly,Happy,Other,"Wildlife, animals"
USA,TX,2018,"12        ",Female,18,Right-Handed,166,18,35,1,Car,"12 ",.345,54,Other,200,200,100,600,1000,900,31,"Left foot",7,6,"Ring finger",May,Fall,No,No,"No favorite",Water,Other,6,8,5,"Yes - broadband connection","In person",25,150,20,2,8,6,4,0,5,10,20,15,26,2,"A lot",Other,Other,Telepathy,Happy,Actor,"Education/Youth development"
USA,CO,2015,"12        ",Female,17,Right-Handed,,,,1,Car,10,0.315,41,Walking/Hiking,500,500,700,500,300,500,10,"Same length",,,"Ring finger",May,Fall,No,No,Meat,Water,History,7,7,4,"Yes - broadband connection","Text messaging",100,100,10,2,20,10,20,15,5,20,3,1,5,3,"Very little","Undergraduate degree",Other,"Freeze time",Happy,"Religious figure",Environment
USA,CA,2014,"7         ",Female,12,Right-Handed,153,22,153,2,Car,20,0.315,39,Other,909,791,1000,952,572,840,22,"Same length",60,60,"Same length",September,Fall,Yes,No,Salads,"Soft drink (caffeinated)",English,9,7,2,"Yes - broadband connection","In person",0,6,2,1,4,0,1,8,0,1,8,2,0,2,"A lot","Undergraduate degree",Classical,Fly,Happy,Other,"Wildlife, animals"
USA,CA,2016,"12        ",Female,17,Right-Handed,153,21,156,2,Bus,45,0.338,52,Dancing,8,7,8,7,9,9,21,"Same length",63,65,"Ring finger",August,Fall,No,No,"Rice/Noodle dishes",Juice,History,7,12,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,2,3,1,3,1,1,1,0,1,6,2,0,3,Some,"Some college",Pop,Fly,Rich,Actor,"International aid"
USA,IN,2019,"11        ",Female,15,Right-Handed,178,,,2,Bus,20,0.34,39,Dancing,824,749,925,701,540,695,,,,,"Ring finger",November,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,5,7.5,7,"Yes - broadband connection","In person",10,30,1,0,13,20,3,1,1,1,8,5,10,7,"A lot",Other,Other,Telepathy,Happy,Relative,"Wildlife, animals"
USA,CA,2019,"12        ",Male,17,Right-Handed,172.3,174.5,154,1,Car,9,.55,49,Soccer,500,100,700,300,100,100,28.5,"Left foot",93,87,"Index finger",March,Winter,No,No,Meat,"Powdered drink",Other,7,10,3,"Yes - other","Text messaging",5,3,5,.1,1,2,2,0,3,1,3,2,30,5,"Very little","High school",Pop,"Freeze time",Happy,Relative,Environment
