"Season","DayNum","team1_TeamID","team1_Score","team2_TeamID","team2_Score","WLoc","NumOT","team1_FGM","team1_FGA","team1_FGM3","team1_FGA3","team1_FTM","team1_FTA","team1_OR","team1_DR","team1_Ast","team1_TO","team1_Stl","team1_Blk","team1_PF","team2_FGM","team2_FGA","team2_FGM3","team2_FGA3","team2_FTM","team2_FTA","team2_OR","team2_DR","team2_Ast","team2_TO","team2_Stl","team2_Blk","team2_PF","league","PT_margin","FTA_margin","PF_margin","OR_margin","DR_margin","FGA_margin","FGA3_margin","TO_margin","Stl_margin","Ast_margin","Blk_margin"
2025,68,3297,80,3237,63,"H",0,30,65,11,23,9,13,8,28,21,15,5,6,16,23,62,2,12,15,20,7,27,9,14,9,5,15,"WNCAA",17,-7,1,1,1,3,11,1,-4,12,1
2025,68,3298,63,3259,59,"H",0,23,59,6,21,11,16,8,16,11,11,10,6,17,24,50,3,13,8,16,7,29,17,22,8,5,17,"WNCAA",4,0,0,1,-13,9,8,-11,2,-6,1
2025,68,3300,92,3271,86,"H",2,21,61,6,20,44,56,8,28,9,26,9,6,31,27,74,4,19,28,41,21,29,14,32,11,3,41,"WNCAA",6,15,-10,-13,-1,-13,1,-6,-2,-5,3
2025,68,3305,78,3429,69,"H",0,28,62,4,19,18,22,13,20,15,15,9,4,17,27,61,6,20,9,14,8,14,11,17,7,0,24,"WNCAA",9,8,-7,5,6,1,-1,-2,2,4,4
2025,68,3308,65,3431,49,"H",0,22,59,8,19,13,20,7,21,12,10,10,0,21,18,44,2,11,11,17,4,27,7,25,4,1,20,"WNCAA",16,3,1,3,-6,15,8,-15,6,5,-1
2025,68,3311,60,3270,47,"A",0,23,56,4,17,10,14,6,21,9,11,6,1,18,16,51,3,11,12,20,11,25,5,20,0,3,14,"WNCAA",13,-6,4,-5,-4,5,6,-9,6,4,-2
2025,68,3312,72,3262,54,"H",0,27,52,8,18,10,16,5,30,11,13,8,6,15,22,66,3,6,7,12,12,20,11,12,3,5,18,"WNCAA",18,4,-3,-7,10,-14,12,1,5,0,1
2025,68,3313,82,3164,66,"H",0,31,62,8,19,12,14,8,25,15,11,7,1,12,23,51,8,24,12,18,3,25,12,15,5,3,15,"WNCAA",16,-4,-3,5,0,11,-5,-4,2,3,-2
2025,68,3315,69,3176,61,"H",0,21,46,3,14,24,25,7,23,8,13,5,4,21,18,56,3,24,22,24,9,16,5,9,5,1,21,"WNCAA",8,1,0,-2,7,-10,-10,4,0,3,3
2025,68,3317,72,3378,65,"H",0,26,46,3,6,17,24,7,21,12,18,5,2,21,19,55,4,14,23,29,15,15,8,13,13,1,19,"WNCAA",7,-5,2,-8,6,-9,-8,5,-8,4,1
2025,68,3329,64,3452,57,"H",0,23,50,6,19,12,15,8,26,9,23,4,6,16,20,60,7,26,10,11,11,18,13,18,15,1,19,"WNCAA",7,4,-3,-3,8,-10,-7,5,-11,-4,5
2025,68,3330,80,3267,75,"H",0,25,57,12,25,18,26,12,26,16,15,7,4,15,27,60,12,27,9,14,6,21,17,13,8,2,20,"WNCAA",5,12,-5,6,5,-3,-2,2,-1,-1,2
2025,68,3339,74,3362,60,"H",0,30,62,4,13,10,11,7,25,15,15,12,8,22,20,59,4,15,16,22,6,19,13,16,9,2,21,"WNCAA",14,-11,1,1,6,3,-2,-1,3,2,6
2025,68,3342,60,3421,56,"A",0,23,48,1,10,13,16,7,23,13,17,7,1,21,18,56,5,13,15,21,14,16,12,12,8,2,18,"WNCAA",4,-5,3,-7,7,-8,-3,5,-1,1,-1
2025,68,3343,52,3217,50,"H",0,21,44,2,13,8,12,6,19,12,19,3,5,11,22,59,1,15,5,5,11,15,8,12,11,3,16,"WNCAA",2,7,-5,-5,4,-15,-2,7,-8,4,2
2025,68,3346,66,3233,58,"H",0,25,59,2,11,14,22,11,20,7,8,3,3,15,19,51,10,25,10,13,6,20,9,17,2,1,21,"WNCAA",8,9,-6,5,0,8,-14,-9,1,-2,2
2025,68,3347,64,3367,56,"H",0,21,50,10,28,12,16,5,22,12,12,8,6,19,18,52,6,16,14,18,5,24,10,16,2,0,18,"WNCAA",8,-2,1,0,-2,-2,12,-4,6,2,6
2025,68,3351,79,3310,59,"H",0,27,48,3,9,22,28,5,30,23,27,11,6,26,18,57,3,19,20,28,6,14,8,23,14,0,25,"WNCAA",20,0,1,-1,16,-9,-10,4,-3,15,6
2025,68,3354,68,3175,62,"H",0,24,42,4,4,16,26,5,28,3,14,3,0,19,22,53,6,16,12,19,7,13,4,8,10,1,17,"WNCAA",6,7,2,-2,15,-11,-12,6,-7,-1,-1
2025,68,3355,78,3282,61,"H",0,26,48,12,27,14,21,4,17,21,12,8,3,17,24,54,2,12,11,19,12,17,3,14,4,0,15,"WNCAA",17,2,2,-8,0,-6,15,-2,4,18,3
2025,68,3363,90,3102,84,"H",0,36,57,9,18,9,12,8,29,20,26,8,2,21,26,65,7,23,25,33,10,12,11,13,15,2,15,"WNCAA",6,-21,6,-2,17,-8,-5,13,-7,9,0
2025,68,3365,67,3360,59,"H",0,24,48,2,8,17,23,5,26,9,12,4,5,16,22,69,1,9,14,21,16,19,14,8,5,2,21,"WNCAA",8,2,-5,-11,7,-21,-1,4,-1,-5,3
2025,68,3368,83,3309,53,"A",0,29,53,6,12,19,28,11,22,22,16,12,3,22,17,51,3,12,16,23,12,13,11,23,9,1,26,"WNCAA",30,5,-4,-1,9,2,0,-7,3,11,2
2025,68,3377,71,3303,66,"H",0,28,61,4,12,11,20,5,29,7,12,3,0,12,28,69,7,20,3,7,6,31,13,16,5,1,21,"WNCAA",5,13,-9,-1,-2,-8,-8,-4,-2,-6,-1
2025,68,3380,77,3197,61,"H",0,28,60,6,16,15,20,12,18,20,13,14,3,14,22,52,7,17,10,16,10,16,14,21,9,4,16,"WNCAA",16,4,-2,2,2,8,-1,-8,5,6,-1
2025,68,3384,73,3478,41,"H",0,26,56,9,20,12,15,13,30,19,15,9,4,14,15,57,2,18,9,16,10,18,6,14,6,4,15,"WNCAA",32,-1,-1,3,12,-1,2,1,3,13,0
2025,68,3385,60,3462,39,"A",0,22,46,10,21,6,10,2,22,20,11,9,3,8,15,44,6,20,3,4,4,21,11,15,7,3,13,"WNCAA",21,6,-5,-2,1,2,1,-4,2,9,0
2025,68,3388,64,3334,44,"H",0,27,54,4,12,6,7,7,24,19,18,12,2,13,18,51,4,14,4,5,6,14,12,21,10,5,10,"WNCAA",20,2,3,1,10,3,-2,-3,2,7,-3
2025,68,3389,61,3145,55,"H",0,21,54,12,33,7,11,9,22,17,9,6,1,16,20,53,5,22,10,13,10,23,8,14,2,1,15,"WNCAA",6,-2,1,-1,-1,1,11,-5,4,9,0
2025,68,3391,80,3316,63,"A",0,30,65,9,25,11,17,12,22,24,11,8,1,13,21,60,7,31,14,20,14,21,15,15,7,0,18,"WNCAA",17,-3,-5,-2,1,5,-6,-4,1,9,1
2025,68,3395,69,3403,43,"A",0,26,52,6,18,11,14,9,23,16,12,5,10,16,13,57,2,17,15,16,10,16,4,13,6,1,15,"WNCAA",26,-2,1,-1,7,-5,1,-1,-1,12,9
2025,68,3396,73,3409,71,"H",0,26,65,9,21,12,13,9,24,17,20,11,3,15,28,60,13,29,2,5,4,20,22,21,10,2,15,"WNCAA",2,8,0,5,4,5,-8,-1,1,-5,1
2025,68,3399,74,3188,58,"A",0,22,55,9,23,21,29,14,32,12,17,4,6,19,19,58,3,10,17,23,8,16,8,14,9,1,22,"WNCAA",16,6,-3,6,16,-3,13,3,-5,4,5
2025,68,3402,65,3375,54,"H",0,19,44,7,15,20,28,9,28,10,27,4,1,22,19,62,3,26,13,16,12,16,7,17,14,6,22,"WNCAA",11,12,0,-3,12,-18,-11,10,-10,3,-5
2025,68,3405,71,3141,66,"A",0,23,54,3,15,22,35,9,22,7,9,7,0,17,27,61,2,8,10,13,11,21,10,17,5,2,25,"WNCAA",5,22,-8,-2,1,-7,7,-8,2,-3,-2
2025,68,3407,80,3209,72,"A",0,25,60,9,27,21,26,15,37,15,28,7,2,21,23,67,7,24,19,26,7,18,10,14,20,3,19,"WNCAA",8,0,2,8,19,-7,3,14,-13,5,-1
2025,68,3410,61,3394,53,"A",0,20,55,8,25,13,18,7,24,11,14,6,4,21,16,51,4,15,17,26,9,23,11,16,8,5,18,"WNCAA",8,-8,3,-2,1,4,10,-2,-2,0,-1
2025,68,3412,73,3194,61,"A",0,27,62,12,31,7,9,5,33,15,14,7,2,13,23,65,6,19,9,14,8,29,8,14,6,4,11,"WNCAA",12,-5,2,-3,4,-3,12,0,1,7,-2
2025,68,3414,73,3471,66,"H",0,25,57,6,21,17,22,12,20,14,8,6,3,10,23,53,13,24,7,10,9,22,17,15,4,2,17,"WNCAA",7,12,-7,3,-2,4,-3,-7,2,-3,1
2025,68,3418,77,3379,68,"H",0,27,54,7,14,16,19,5,20,11,15,9,2,19,23,52,9,20,13,14,6,21,12,23,2,0,22,"WNCAA",9,5,-3,-1,-1,2,-6,-8,7,-1,2
2025,68,3422,62,3151,48,"H",0,19,42,7,17,17,21,9,24,11,13,6,3,9,20,45,5,15,3,7,1,13,13,12,4,3,18,"WNCAA",14,14,-9,8,11,-3,2,1,2,-2,0
2025,68,3426,78,3381,54,"H",0,27,65,4,19,20,26,12,18,20,9,12,6,17,20,51,4,18,10,17,8,24,13,21,7,3,22,"WNCAA",24,9,-5,4,-6,14,1,-12,5,7,3
2025,68,3427,69,3455,51,"H",0,28,56,4,8,9,11,14,26,18,19,3,7,7,20,54,7,16,4,6,5,13,13,14,8,3,14,"WNCAA",18,5,-7,9,13,2,-8,5,-5,5,4
2025,68,3428,69,3222,42,"H",0,30,65,6,24,3,7,17,36,22,15,8,4,11,15,58,7,16,5,9,5,18,8,12,8,4,13,"WNCAA",27,-2,-2,12,18,7,8,3,0,14,0
2025,68,3436,74,3136,43,"H",0,32,53,8,15,2,6,3,23,20,6,9,5,14,16,45,6,16,5,7,6,20,8,21,2,2,10,"WNCAA",31,-1,4,-3,3,8,-1,-15,7,12,3
2025,68,3442,88,3398,67,"H",0,27,52,9,16,25,34,5,24,20,17,5,3,20,25,63,4,19,13,22,14,21,8,16,12,3,29,"WNCAA",21,12,-9,-9,3,-11,-3,1,-7,12,0
2025,68,3443,72,3244,62,"A",0,26,61,3,19,17,20,9,23,18,8,12,3,16,20,52,8,22,14,17,6,24,16,18,3,2,19,"WNCAA",10,3,-3,3,-1,9,-3,-10,9,2,1
2025,68,3444,61,3296,57,"A",0,22,60,11,29,6,9,5,24,13,14,9,3,13,23,60,5,25,6,12,9,25,14,16,4,4,16,"WNCAA",4,-3,-3,-4,-1,0,4,-2,5,-1,-1
2025,68,3451,72,3226,67,"H",1,24,51,1,13,23,27,7,32,13,16,6,1,16,24,72,8,28,11,16,16,20,13,8,8,0,20,"WNCAA",5,11,-4,-9,12,-21,-15,8,-2,0,1
2025,68,3453,78,3352,48,"A",0,29,63,9,24,11,11,13,31,16,10,7,1,13,17,51,7,20,7,14,6,16,9,14,7,4,14,"WNCAA",30,-3,-1,7,15,12,4,-4,0,7,-3
2025,68,3461,78,3361,71,"H",0,26,48,7,13,19,26,5,19,15,14,10,1,16,26,54,5,13,14,18,8,17,11,16,7,1,18,"WNCAA",7,8,-2,-3,2,-6,0,-2,3,4,0
2025,68,3465,77,3430,50,"H",0,27,53,19,34,4,8,4,31,24,20,5,6,18,17,70,5,25,11,14,17,18,4,12,11,6,16,"WNCAA",27,-6,2,-13,13,-17,9,8,-6,20,0
2025,68,3470,74,3469,65,"H",0,28,73,12,31,6,9,23,25,21,16,10,6,10,24,56,11,24,6,8,5,16,14,16,8,5,13,"WNCAA",9,1,-3,18,9,17,7,0,2,7,1
2025,68,3473,79,3404,73,"H",0,23,51,10,24,23,32,7,20,18,13,8,3,22,26,55,3,11,18,25,4,21,11,10,6,2,28,"WNCAA",6,7,-6,3,-1,-4,13,3,2,7,1
2025,68,3476,61,3254,50,"A",0,22,55,9,24,8,9,11,25,16,19,4,1,11,20,54,2,16,8,10,9,17,11,17,14,5,15,"WNCAA",11,-1,-4,2,8,1,8,2,-10,5,-4
2025,69,3104,84,3279,78,"A",0,28,50,12,19,16,27,4,19,15,11,6,4,14,29,68,7,21,13,14,17,23,18,13,6,4,23,"WNCAA",6,13,-9,-13,-4,-18,-2,-2,0,-3,0
2025,69,3114,89,3475,83,"H",1,33,58,6,21,17,26,11,18,17,15,10,4,20,31,63,5,16,16,19,12,17,18,21,9,2,25,"WNCAA",6,7,-5,-1,1,-5,5,-6,1,-1,2
2025,69,3125,67,3434,53,"H",0,22,52,6,25,17,23,13,28,14,18,4,1,18,19,57,5,28,10,14,8,17,10,12,9,2,18,"WNCAA",14,9,0,5,11,-5,-3,6,-5,4,-1
2025,69,3143,82,3199,70,"H",0,32,67,8,27,10,14,4,31,18,12,10,2,16,24,63,5,19,17,25,9,28,5,16,9,6,19,"WNCAA",12,-11,-3,-5,3,4,8,-4,1,13,-4
2025,69,3144,72,3214,42,"H",0,29,63,6,18,8,17,12,22,19,10,14,5,12,16,51,2,10,8,15,5,22,5,18,7,2,16,"WNCAA",30,2,-4,7,0,12,8,-8,7,14,3
2025,69,3146,66,3474,57,"A",0,19,45,4,14,24,30,4,28,9,19,4,9,22,20,58,2,13,15,27,11,18,9,12,8,5,25,"WNCAA",9,3,-3,-7,10,-13,1,7,-4,0,4
2025,69,3177,62,3344,56,"H",0,16,55,7,23,23,30,11,18,14,11,12,1,18,18,45,5,19,15,20,8,23,10,20,5,1,25,"WNCAA",6,10,-7,3,-5,10,4,-9,7,4,0
2025,69,3179,85,3229,64,"A",0,31,68,12,34,11,12,10,32,26,11,6,4,18,24,61,4,15,12,20,6,22,14,10,7,4,12,"WNCAA",21,-8,6,4,10,7,19,1,-1,12,0
2025,69,3181,60,3438,55,"A",0,24,66,6,24,6,7,16,21,19,16,9,2,11,20,51,6,20,9,12,6,20,15,16,8,10,12,"WNCAA",5,-5,-1,10,1,15,4,0,1,4,-8
2025,69,3196,93,3281,67,"A",0,34,61,12,23,13,16,7,26,24,10,5,5,16,25,54,5,17,12,20,3,21,15,8,9,0,14,"WNCAA",26,-4,2,4,5,7,6,2,-4,9,5
2025,69,3206,71,3348,65,"A",0,24,57,6,12,17,27,12,22,11,7,6,6,13,27,66,5,18,6,8,9,21,18,13,4,5,19,"WNCAA",6,19,-6,3,1,-9,-6,-6,2,-7,1
2025,69,3220,60,3180,53,"H",0,22,49,6,15,10,16,10,24,8,21,3,3,15,21,58,4,25,7,11,7,14,16,7,9,7,19,"WNCAA",7,5,-4,3,10,-9,-10,14,-6,-8,-4
2025,69,3231,74,3234,67,"A",0,26,53,10,24,12,12,3,23,18,17,9,9,23,21,62,6,19,19,23,9,22,15,14,8,4,15,"WNCAA",7,-11,8,-6,1,-9,5,3,1,3,5
2025,69,3232,90,3191,74,"H",0,36,72,7,16,11,17,16,31,10,15,8,4,20,24,65,13,33,13,20,8,16,14,13,9,5,18,"WNCAA",16,-3,2,8,15,7,-17,2,-1,-4,-1
2025,69,3236,78,3156,75,"A",0,27,60,11,24,13,13,7,18,15,7,5,2,20,25,55,7,18,18,23,10,23,15,10,4,2,15,"WNCAA",3,-10,5,-3,-5,5,6,-3,1,0,0
2025,69,3246,80,3120,61,"H",0,30,56,7,21,13,16,4,23,18,13,3,8,15,24,69,1,7,12,18,14,19,12,13,8,2,18,"WNCAA",19,-2,-3,-10,4,-13,14,0,-5,6,6
2025,69,3250,90,3119,51,"A",0,33,57,10,18,14,18,6,28,21,12,9,4,14,18,55,5,20,10,15,4,17,12,14,6,2,18,"WNCAA",39,3,-4,2,11,2,-2,-2,3,9,2
2025,69,3257,69,3210,60,"H",0,29,55,3,17,8,12,11,19,14,15,7,0,14,24,48,5,12,7,11,5,18,12,15,7,1,17,"WNCAA",9,1,-3,6,1,7,5,0,0,2,-1
2025,69,3269,67,3382,58,"A",0,27,63,1,10,12,18,16,21,11,17,10,3,17,19,50,9,26,11,12,8,15,6,24,7,2,21,"WNCAA",9,6,-4,8,6,13,-16,-7,3,5,1
2025,69,3277,80,3449,68,"H",0,26,57,7,18,21,26,11,19,21,16,10,2,21,22,52,6,20,18,19,8,18,16,18,9,4,23,"WNCAA",12,7,-2,3,1,5,-2,-2,1,5,-2
2025,69,3280,79,3208,68,"A",0,28,58,14,29,9,17,12,28,17,17,2,7,16,24,67,7,19,13,14,6,20,14,9,12,0,18,"WNCAA",11,3,-2,6,8,-9,10,8,-10,3,7
2025,69,3283,75,3356,37,"H",0,28,61,2,16,17,32,15,32,15,14,11,3,16,11,53,2,18,13,18,9,23,6,22,4,5,25,"WNCAA",38,14,-9,6,9,8,-2,-8,7,9,-2
2025,69,3293,67,3227,60,"H",0,22,59,8,26,15,24,4,23,15,10,9,2,16,24,56,4,10,8,10,10,30,8,19,3,4,20,"WNCAA",7,14,-4,-6,-7,3,16,-9,6,7,-2
2025,69,3299,61,3406,59,"A",0,22,60,7,25,10,17,11,18,11,14,6,1,13,22,57,5,15,10,13,11,27,11,19,6,2,18,"WNCAA",2,4,-5,0,-9,3,10,-5,0,0,-1
2025,69,3301,81,3390,67,"A",0,33,70,10,25,5,5,8,26,17,12,5,4,8,27,65,7,24,6,6,9,24,11,18,5,5,12,"WNCAA",14,-1,-4,-1,2,5,1,-6,0,6,-1
2025,69,3304,69,3353,62,"A",0,25,61,3,22,16,25,16,31,13,16,3,2,14,22,62,6,20,12,18,10,17,5,10,11,4,21,"WNCAA",7,7,-7,6,14,-1,2,6,-8,8,-2
2025,69,3314,80,3130,67,"H",0,29,56,5,21,17,23,4,21,15,14,7,5,23,22,56,3,15,20,27,9,22,6,19,7,1,22,"WNCAA",13,-4,1,-5,-1,0,6,-5,0,9,4
2025,69,3320,67,3133,44,"A",0,28,49,7,16,4,6,4,28,18,17,11,6,14,17,55,4,17,6,10,6,14,8,15,9,0,18,"WNCAA",23,-4,-4,-2,14,-6,-1,2,2,10,6
2025,69,3323,67,3155,58,"A",0,25,57,3,14,14,20,12,24,19,12,3,8,15,21,62,4,20,12,15,11,18,11,11,6,0,17,"WNCAA",9,5,-2,1,6,-5,-6,1,-3,8,8
2025,69,3326,69,3332,60,"H",0,26,62,5,18,12,16,11,26,9,15,9,0,17,23,63,3,17,11,15,13,24,15,13,8,4,19,"WNCAA",9,1,-2,-2,2,-1,1,2,1,-6,-4
2025,69,3328,77,3401,62,"H",0,26,66,8,33,17,23,11,31,20,17,11,6,22,18,67,3,19,23,29,12,27,10,15,7,4,22,"WNCAA",15,-6,0,-1,4,-1,14,2,4,10,2
2025,69,3338,72,3374,59,"H",0,22,55,8,22,20,30,12,31,18,15,10,7,20,15,62,12,33,17,24,11,26,10,15,9,4,23,"WNCAA",13,6,-3,1,5,-7,-11,0,1,8,3
2025,69,3349,70,3272,59,"H",0,21,51,5,17,23,30,11,31,14,21,4,10,12,21,62,7,16,10,14,7,14,9,13,10,1,21,"WNCAA",11,16,-9,4,17,-11,1,8,-6,5,9
2025,69,3350,63,3172,41,"A",0,22,50,6,13,13,15,6,19,9,11,6,1,12,15,55,3,21,8,11,11,17,3,11,3,6,14,"WNCAA",22,4,-2,-5,2,-5,-8,0,3,6,-5
2025,69,3376,67,3400,50,"H",0,26,51,3,7,12,15,6,33,12,22,5,9,16,22,79,1,5,5,10,17,18,7,12,10,3,19,"WNCAA",17,5,-3,-11,15,-28,2,10,-5,5,6
2025,69,3392,87,3158,83,"H",1,26,62,5,17,30,42,11,30,8,14,6,2,26,28,69,6,25,21,32,15,21,10,13,6,4,30,"WNCAA",4,10,-4,-4,9,-7,-8,1,0,-2,-2
2025,69,3393,66,3274,61,"H",0,26,69,3,16,11,14,12,33,15,19,13,3,10,23,68,9,28,6,9,11,27,16,19,12,0,19,"WNCAA",5,5,-9,1,6,1,-12,0,1,-1,3
2025,69,3397,93,3116,63,"A",0,35,77,12,34,11,17,19,22,20,12,15,3,27,20,49,5,21,18,25,4,17,7,21,5,3,14,"WNCAA",30,-8,13,15,5,28,13,-9,10,13,0
2025,69,3423,51,3318,48,"A",0,18,60,4,20,11,14,8,25,7,10,6,3,11,17,53,8,22,6,7,7,26,9,14,6,1,12,"WNCAA",3,7,-1,1,-1,7,-2,-4,0,-2,2
2025,69,3424,88,3307,73,"A",0,32,68,10,27,14,16,11,22,15,10,9,4,22,25,55,3,14,20,25,6,20,7,14,6,2,16,"WNCAA",15,-9,6,5,2,13,13,-4,3,8,2
2025,69,3425,95,3336,73,"H",0,37,71,6,25,15,22,8,27,22,11,13,8,19,27,71,3,12,16,22,16,24,18,20,4,1,13,"WNCAA",22,0,6,-8,3,0,13,-9,9,4,7
2025,69,3433,57,3386,50,"H",0,21,54,6,18,9,13,7,27,10,13,9,3,20,17,54,3,12,13,16,8,22,10,16,6,5,16,"WNCAA",7,-3,4,-1,5,0,6,-3,3,0,-2
2025,69,3439,61,3448,54,"H",0,20,43,3,15,18,24,3,20,17,19,5,2,15,23,56,3,16,5,10,7,16,14,17,12,1,26,"WNCAA",7,14,-11,-4,4,-13,-1,2,-7,3,1
2025,69,3441,64,3190,60,"H",0,22,50,3,14,17,20,4,28,18,17,5,0,17,23,58,7,24,7,16,3,20,12,11,7,2,16,"WNCAA",4,4,1,1,8,-8,-10,6,-2,6,-2
2025,69,3456,83,3284,74,"A",0,31,65,7,19,14,16,7,25,16,12,11,4,15,29,60,7,23,9,13,7,23,15,20,6,7,15,"WNCAA",9,3,0,0,2,5,-4,-8,5,1,-3
2025,69,3459,68,3202,51,"H",0,24,61,14,29,6,8,11,23,17,11,5,4,13,18,54,4,15,11,17,7,19,9,11,6,1,12,"WNCAA",17,-9,1,4,4,7,14,0,-1,8,3
2025,69,3460,77,3464,62,"H",0,24,54,7,14,22,27,3,35,11,12,6,7,20,21,64,6,23,14,15,5,27,10,11,4,4,24,"WNCAA",15,12,-4,-2,8,-10,-9,1,2,1,3
2025,70,3212,78,3197,64,"H",0,23,57,4,7,28,36,12,28,13,18,13,4,21,23,69,2,16,16,25,20,18,12,22,11,7,30,"WNCAA",14,11,-9,-8,10,-12,-9,-4,2,1,-3
2025,70,3224,76,3164,71,"H",0,28,50,2,8,18,28,6,23,14,19,8,7,18,24,59,9,20,14,22,10,21,15,16,13,0,21,"WNCAA",5,6,-3,-4,2,-9,-12,3,-5,-1,7
2025,70,3259,77,3110,38,"H",0,32,67,10,21,3,7,14,27,20,9,5,1,14,14,53,1,14,9,14,10,19,8,13,4,4,14,"WNCAA",39,-7,0,4,8,14,7,-4,1,12,-3
2025,70,3261,83,3435,77,"H",0,34,71,3,9,12,18,18,24,13,17,8,5,20,27,57,5,14,18,22,7,18,12,16,9,2,19,"WNCAA",6,-4,1,11,6,14,-5,1,-1,1,3
2025,70,3271,63,3354,55,"A",0,21,58,9,21,12,16,13,15,17,17,10,1,24,19,38,5,14,12,20,3,21,10,22,7,0,17,"WNCAA",8,-4,7,10,-6,20,7,-5,3,7,1
2025,70,3300,76,3175,71,"H",0,29,62,5,19,13,25,12,25,14,22,8,6,14,27,71,6,19,11,16,19,25,11,21,10,3,20,"WNCAA",5,9,-6,-7,0,-9,0,1,-2,3,3
2025,70,3313,77,3288,69,"A",0,31,62,5,17,10,13,7,23,20,17,16,5,16,26,64,6,18,11,19,9,24,10,21,10,4,13,"WNCAA",8,-6,3,-2,-1,-2,-1,-4,6,10,1
2025,70,3341,68,3115,61,"A",0,24,49,4,15,16,25,8,28,17,21,4,6,26,20,51,5,8,16,32,10,20,15,13,8,0,18,"WNCAA",7,-7,8,-2,8,-2,7,8,-4,2,6
2025,71,3114,67,3369,63,"A",0,21,57,4,15,21,28,13,19,6,15,3,0,18,25,50,6,18,7,12,7,22,11,19,6,5,20,"WNCAA",4,16,-2,6,-3,7,-3,-4,-3,-5,-5
2025,71,3124,70,3428,61,"H",0,29,54,5,17,7,9,3,22,22,15,10,5,12,24,59,7,23,6,9,6,21,16,20,8,2,15,"WNCAA",9,0,-3,-3,1,-5,-6,-5,2,6,3
2025,71,3139,63,3207,53,"H",0,24,51,8,23,7,9,10,19,12,13,2,4,8,22,50,6,16,3,4,6,11,7,9,8,0,15,"WNCAA",10,5,-7,4,8,1,7,4,-6,5,4
2025,71,3222,79,3329,76,"H",0,28,54,7,20,16,20,4,24,19,22,13,4,21,26,58,8,28,16,24,8,22,13,22,15,3,22,"WNCAA",3,-4,-1,-4,2,-4,-8,0,-2,6,1
2025,71,3235,71,3403,58,"H",0,25,50,0,7,21,28,6,27,11,15,6,3,16,19,59,6,20,14,15,6,21,8,17,5,3,29,"WNCAA",13,13,-13,0,6,-9,-13,-2,1,3,0
2025,71,3268,99,3278,92,"H",0,34,64,10,22,21,21,12,22,19,17,6,1,16,34,71,8,25,16,20,13,16,17,12,5,0,25,"WNCAA",7,1,-9,-1,6,-7,-3,5,1,2,1
2025,71,3395,90,3416,81,"H",0,32,65,15,41,11,16,13,16,29,12,5,3,23,28,57,6,12,19,27,9,16,10,12,7,0,17,"WNCAA",9,-11,6,4,0,8,29,0,-2,19,3
2025,71,3412,62,3378,61,"A",0,21,49,6,23,14,17,6,29,12,15,2,3,17,23,70,5,17,10,12,13,24,14,7,9,2,18,"WNCAA",1,5,-1,-7,5,-21,6,8,-7,-2,1
2025,72,3117,67,3418,65,"H",1,23,71,12,41,9,17,21,28,18,22,12,3,25,20,56,1,8,24,31,10,25,8,25,9,1,20,"WNCAA",2,-14,5,11,3,15,33,-3,3,10,2
2025,72,3119,74,3248,65,"A",0,28,57,15,27,3,6,9,20,24,15,12,4,13,26,58,9,23,4,5,8,16,13,14,9,4,8,"WNCAA",9,1,5,1,4,-1,4,1,3,11,0
2025,72,3123,66,3245,57,"A",0,27,64,8,25,4,4,3,30,15,7,9,9,10,18,60,9,30,12,14,9,32,16,17,1,1,6,"WNCAA",9,-10,4,-6,-2,4,-5,-10,8,-1,8
2025,72,3129,93,3363,64,"H",0,34,70,8,19,17,24,15,25,21,11,10,7,14,22,62,9,20,11,14,9,22,13,16,6,3,22,"WNCAA",29,10,-8,6,3,8,-1,-5,4,8,4
2025,72,3132,74,3325,53,"A",0,26,53,12,29,10,12,6,34,23,17,7,2,16,16,50,8,22,13,19,1,14,7,14,9,2,18,"WNCAA",21,-7,-2,5,20,3,7,3,-2,16,0
2025,72,3138,77,3185,55,"A",0,30,63,6,17,11,14,11,24,15,13,9,1,24,19,54,9,36,8,16,10,25,11,23,4,4,18,"WNCAA",22,-2,6,1,-1,9,-19,-10,5,4,-3
2025,72,3141,75,3103,55,"A",0,29,67,4,15,13,23,17,24,8,15,4,2,19,19,65,3,28,14,16,10,19,7,15,7,4,20,"WNCAA",20,7,-1,7,5,2,-13,0,-3,1,-2
2025,72,3149,78,3457,50,"H",0,29,62,9,27,11,16,15,22,20,18,9,2,16,19,54,2,9,10,14,7,13,5,16,9,1,18,"WNCAA",28,2,-2,8,9,8,18,2,0,15,1
2025,72,3156,74,3352,53,"A",0,25,52,8,18,16,18,8,26,12,17,14,1,7,21,57,4,13,7,11,10,18,13,18,8,6,17,"WNCAA",21,7,-10,-2,8,-5,5,-1,6,-1,-5
2025,72,3159,62,3298,54,"H",0,21,56,3,17,17,20,7,23,13,14,8,0,17,20,51,5,17,9,11,5,27,10,19,5,2,20,"WNCAA",8,9,-3,2,-4,5,0,-5,3,3,-2
2025,72,3161,62,3361,58,"A",0,21,57,5,22,15,21,6,29,5,6,5,4,14,21,60,3,17,13,17,8,28,12,9,3,3,19,"WNCAA",4,4,-5,-2,1,-3,5,-3,2,-7,1
2025,72,3163,71,3385,45,"A",0,29,51,4,14,9,11,5,26,16,13,8,2,10,17,52,5,24,6,7,3,14,5,11,6,0,11,"WNCAA",26,4,-1,2,12,-1,-10,2,2,11,2
